公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證(驗證單位),第三方驗證(單位名稱),第三方驗證(採用標準),公司網站報告書相關資訊(中文版),中文版永續報告書檔案,中文版上傳日期,英文版永續報告書網址,英文版永續報告書檔案,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註,公司完整名稱,統一編號,CSR報告超連結
2207,和泰車,HOTAI MOTOR,5.股本達新臺幣二十億元以上者,汽車工業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,香港商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan),AA1000 第1類型(Type1) 中度保證,https://pressroom.hotaimotor.com.tw/csr/article/EMIOLumvx,t100sa11_2207_111.pdf,112/06/30,,,,,,,,PU01@hotaimotor.com.tw,,和泰汽車股份有限公司,_03251108,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2207_111.pdf
2208,台船,CSBC,6.係自願編製與申報,航運業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm,t100sa11_2208_111.pdf,112/06/28,,,,,,,,101600@csbcnet.com.tw,配合公司治理評鑑，本次內容新增淨零排放相關政策、TCFD對照表及SADB準則對照表,台灣國際造船股份有限公司,_04695235,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2208_111.pdf
2211,長榮鋼,EGST,5.股本達新臺幣二十億元以上者,鋼鐵工業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,亞瑞仕國際驗證股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.evergreennet.com/fileList,t100sa11_2211_111.pdf,112/06/29,,,,,,,,tomgi@evergreennet.com,,長榮鋼鐵股份有限公司,_81188829,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2211_111.pdf
2227,裕日車,YNM,6.係自願編製與申報,汽車工業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://new.nissan.com.tw/nissan/brand/csr,t100sa11_2227_111.pdf,112/06/20,,,,,,,,pin.hu@yulon-nissan.com.tw,,裕隆日產汽車股份有限公司,_80032530,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2227_111.pdf
2301,光寶科,LTC,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第2類型(Type2) 高度保證,https://www.liteon.com/zh-tw/globalcitizenship/365,t100sa11_2301_111.pdf,112/06/30,https://www.liteon.com/en-us/globalcitizenship/365,t100sa11_2301_111_E.pdf,2023/07/31,,,,,CSR@liteon.com,,光寶科技股份有限公司,_23357403,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2301_111.pdf
2303,聯電,UMC,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,DNV立恩威國際驗證,AA1000 第2類型(Type2) 高度保證,https://www.umc.com/zh-TW/Download/corporate_sustainability_reports,t100sa11_2303_111.pdf,112/06/28,https://www.umc.com/en/Download/corporate_sustainability_reports,t100sa11_2303_111_E.pdf,2023/06/28,,,,,csr@umc.com,,聯華電子股份有限公司,_47217677,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2303_111.pdf
2308,台達電,DELTA,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.deltaww.com/CSR-Reports,t100sa11_2308_111.pdf,112/08/31,https://esg.deltaww.com/en/CSR-Reports,t100sa11_2308_111_E.pdf,2023/08/31,,,,,CSR@deltaww.com,其他查驗依循: SGS AA1000 AS v3 Type II 高度保證等級，並通過SGS保證依循SASB準則,台達電子工業股份有限公司,_34051920,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2308_111.pdf
2312,金寶,KINPO,5.股本達新臺幣二十億元以上者,其他電子業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安永聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.kinpo.com.tw/zh-TW/sustainability-reports-download,t100sa11_2312_111.pdf,112/06/30,https://www.kinpo.com.tw/en-US/document-center#Sustainability%20Reports,t100sa11_2312_111_E.pdf,2023/09/05,t100sa11_2312_111_M.pdf,112/07/11,,,KINPO_ESG@kinpo.com.tw,無,金寶電子工業股份有限公司,_04370927,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2312_111.pdf
2313,華通,COMPEQ MANUFACT,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,TUV NORD,AA1000 第1類型(Type1) 中度保證,https://www.compeq.com.tw/duty03.php,t100sa11_2313_111.pdf,112/06/27,,,,,,,,lianhsu@compeq.com.tw,,華通電腦股份有限公司,_04401392,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2313_111.pdf
2314,台揚,MTI,5.股本達新臺幣二十億元以上者,通信網路業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.mtigroup.com/upload/media/about/CSR%20Report/%E5%8F%B0%E6%8F%9A%E4%BC%81%E6%A5%AD%E9%9B%86%E5%9C%98%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B82022(%E6%AD%A3%E5%BC%8F%E7%89%88).pdf,t100sa11_2314_111.pdf,112/06/28,https://www.mtigroup.com/upload/media/about/CSR%20Report/English/MTI_ESG_2022_(EN).pdf,t100sa11_2314_111_E.pdf,2023/06/28,,,,,MTI.ESG@mtigroup.com,,台揚科技股份有限公司,_47255762,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2314_111.pdf
2317,鴻海,HON HAI,5.股本達新臺幣二十億元以上者,其他電子業,111/01/01~111/12/31,2. 其他依循標準：GRI 準則、SASB,其他查驗證單位：,BSI,AA1000 第1類型(Type1) 中度保證,https://www.honhai.com/zh-tw/CSR/csr-report,t100sa11_2317_111.pdf,112/06/30,,,,,,,,fgsc-03@foxconn.com,,鴻海精密工業股份有限公司,_04541302,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2317_111.pdf
2323,中環,CMC,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.cmcnet.com.tw,t100sa11_2323_111.pdf,112/06/30,,,,,,,,csr@cmcnet.com.tw,,中環股份有限公司,_12205020,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2323_111.pdf
2324,仁寶,Compal,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS臺灣檢驗科技股份有限公司,AA1000 第2類型(Type2) 中度保證,https://www.compal.com/CSR/ZH/download.aspx,t100sa11_2324_111.pdf,112/06/30,https://www.compal.com/csr/en/download.aspx,t100sa11_2324_111_E.pdf,2023/07/24,,,t100sa11_2324_111_M_E.pdf,2023/08/01,Lisa_Sung@compal.com,,仁寶電腦工業股份有限公司,_21222725,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2324_111.pdf
2328,廣宇,PI,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.panpi.com.tw/tw/sustainability/csr_reports,t100sa11_2328_111.pdf,112/06/30,,,,,,,,john.kuo@panpi.com.tw,無,廣宇科技股份有限公司,_03546618,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2328_111.pdf
2329,華泰,OSE,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.ose.com.tw/about/about-ose/contact/#downloads,t100sa11_2329_111.pdf,112/08/10,https://www.ose.com.tw/en/about/about-ose/contact/#downloads,t100sa11_2329_111_E.pdf,2023/08/10,,,,,csr@ose.com.tw,,華泰電子股份有限公司,_89004161,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2329_111.pdf
2330,台積電,TSMC,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,立恩威國際驗證公司，依據 DNV VeriSustainTM Protocol、GRI 準則、SASB指標、TCFD架構查證本報告書,其他,https://esg.tsmc.com/download/file/2022_sustainabilityReport/chinese/c-all.pdf,t100sa11_2330_111.pdf,112/06/30,https://esg.tsmc.com/download/file/2022_sustainabilityReport/english/e-all.pdf,t100sa11_2330_111_E.pdf,2023/06/30,,,,,esg@tsmc.com,DNV GL VeriSustainTM Protocol與AA1000保證標準、CDP、GRI、ISAE3000認證準則一致,台灣積體電路製造股份有限公司,_22099131,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2330_111.pdf
2331,精英,ECS,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,艾法諾國際股份有限公司(AFNOR Asia Ltd.),AA1000 第1類型(Type1) 中度保證,http://www.ecs.com.tw,t100sa11_2331_111.pdf,112/06/30,,,,,,,,axlender.lin@ecs.com.tw,,精英電腦股份有限公司,_22449566,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2331_111.pdf
2332,友訊,D-LINK,5.股本達新臺幣二十億元以上者,通信網路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,TUV NORD 台灣德國北德技術監護顧問(股)公司,AA1000 第1類型(Type1) 中度保證,https://company.dlink.com/zh-hant/esg/csr-reports/,t100sa11_2332_111.pdf,112/06/30,,,,,,,,CSR@dlinkcorp.com,,友訊科技股份有限公司,_22099189,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2332_111.pdf
2337,旺宏,Macronix,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣衛理國際品保驗證股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx,t100sa11_2337_111.pdf,112/06/30,,,,,,,,pubcsr@mxic.com.tw,,旺宏電子股份有限公司,_22099548,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2337_111.pdf
2344,華邦電,WEC,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第1類型(Type1) 中度保證,https://www.winbond.com/hq/about-winbond/csr-new/downloads/?__locale=zh_TW,t100sa11_2344_111.pdf,112/06/30,,,,,,,,ESG@winbond.com,,華邦電子股份有限公司,_22099218,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2344_111.pdf
2345,智邦,ACCTON,5.股本達新臺幣二十億元以上者,通信網路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.accton.com.tw/esg-documents/,t100sa11_2345_111.pdf,112/06/28,,,,,,,,csr@accton.com,,智邦科技股份有限公司,_22099287,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2345_111.pdf
2349,錸德,RITEK,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.ritek.com.tw,t100sa11_2349_111.pdf,112/07/02,,,,,,,,http://www.ritek.com.tw,無,錸德科技股份有限公司,_23218873,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2349_111.pdf
2352,佳世達,Qisda,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣衛理國際品保驗證股份有限公司(BVC),AA1000 第2類型(Type2) 高度保證,https://www.qisda.com/tw/esg,t100sa11_2352_111.pdf,112/06/29,,,,,,,,Shu.Hui.Liang@Qisda.com,,佳世達科技股份有限公司,_12490306,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2352_111.pdf
2353,宏碁,ACER,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,其他,https://www.acer-group.com/userfiles/2022_Acer_Sustainability_Report_zh.pdf,t100sa11_2353_111.pdf,112/06/30,https://www.acer-group.com/sustainability/en/reports-certificates.html,t100sa11_2353_111_E.pdf,2023/07/27,t100sa11_2353_111_M.pdf,112/07/27,,,cr@acer.com,,宏碁股份有限公司,_20828393,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2353_111.pdf
2354,鴻準,FTC,5.股本達新臺幣二十億元以上者,其他電子業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,艾法諾國際股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.foxconntech.com.tw/CSR/annual-report/,t100sa11_2354_111.pdf,112/06/30,,,,t100sa11_2354_111_M.pdf,112/08/11,,,tina.wt.lin@foxconn.com,,鴻準精密工業股份有限公司,_23707801,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2354_111.pdf
2355,敬鵬,CHIN-POON,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.chinpoon.com/sustainability/63,t100sa11_2355_111.pdf,112/08/10,,,,,,,,spokesman@cppcb.com.tw,,敬鵬工業股份有限公司,_43816068,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2355_111.pdf
2356,英業達,INVENTEC,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),https://www.inventec.com/tw/csr-4,t100sa11_2356_111.pdf,112/06/27,https://www.inventec.com/en/csr-4,t100sa11_2356_111_E.pdf,2023/07/14,,,,,tsai.wesley@inventec.com,,英業達股份有限公司,_04322046,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2356_111.pdf
2357,華碩,ASUSTEK,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS台灣檢驗科技股份有限公司,AA1000 第2類型(Type2) 高度保證,https://csr.asus.com/files/reports/ASUS_Detailed_2022_CHN.pdf,t100sa11_2357_111.pdf,112/06/29,,,,,,,,stakeholder@asus.com,為了報告完整性，部份內容涵蓋2020-2023年的成果與績效,華碩電腦股份有限公司,_23638777,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2357_111.pdf
2360,致茂,CHROMA,5.股本達新臺幣二十億元以上者,其他電子業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,Bureau Veritas,AA1000 第1類型(Type1) 中度保證,https://csr.chromaate.com/tw,t100sa11_2360_111.pdf,112/06/27,https://csr.chromaate.com/en/,t100sa11_2360_111_E.pdf,2023/08/15,,,,,csr@chroma.com.tw,無,致茂電子股份有限公司,_09461025,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2360_111.pdf
2362,藍天,CLEVO CO.,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.clevo.com.tw/tw/esg/esg_CSR,t100sa11_2362_111.pdf,112/08/31,,,,,,,,sophie@clevo.com.tw,,藍天電腦股份有限公司,_09424319,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2362_111.pdf
2363,矽統,SiS,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.sis.com,t100sa11_2363_111.pdf,112/06/28,,,,,,,,IR@sis.com,無,矽統科技股份有限公司,_22099202,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2363_111.pdf
2367,燿華,UNITECH,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技股份有限公司 （SGS Taiwan Ltd.）,AA1000 第1類型(Type1) 中度保證,https://www.pcbut.com.tw/portal/inner-page.html?P=6&SP=7,t100sa11_2367_111.pdf,112/06/30,,,,,,,,genie-chen@pcbut.com.tw,,燿華電子股份有限公司,_05637971,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2367_111.pdf
2368,金像電,GCE,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI 英國標準協會,AA1000 第1類型(Type1) 中度保證,https://www.gce.com.tw/csrreport.html,t100sa11_2368_111.pdf,112/06/30,,,,,,,,jean_lu@gce.com.tw,,金像電子(股)公司,_30955404,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2368_111.pdf
2369,菱生,LPI,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.lingsen.com.tw/webc/html/csr/CSR-Report.aspx,t100sa11_2369_111.pdf,112/06/28,https://www.lingsen.com.tw/webe/html/csr/CSR-report.aspx,t100sa11_2369_111_E.pdf,2023/06/28,,,,,emmalu@lingsen.com.tw,,菱生精密工業股份有限公司,_55625676,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2369_111.pdf
2371,大同,TATUNG COMPANY,5.股本達新臺幣二十億元以上者,電機機械,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣德國北德技術監護顧問股份有限公司,AA1000 第2類型(Type2) 高度保證,https://www.tatung.com/tw/info/csr-report,t100sa11_2371_111.pdf,112/06/27,,,,,,,,csrreport@tatung.com,,大同股份有限公司,_11026506,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2371_111.pdf
2376,技嘉,GIGABYTE,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://csr.gigabyte.tw/sustainibility-report/,t100sa11_2376_111.pdf,112/06/20,,,,,,,,CSR@gigabyte.com,2022年永續報告書第三方驗證預計於2023年8月進行,技嘉科技股份有限公司,_22044755,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2376_111.pdf
2377,微星,MSI,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第1類型(Type1) 中度保證,https://tw.msi.com/about/investor/csrReport,t100sa11_2377_111.pdf,112/06/26,,,,,,,,briancahuang@msi.com,無,微星科技股份有限公司,_22178368,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2377_111.pdf
2379,瑞昱,RT,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣德國北德技術監護顧問股份有限公司(TÜV NORD),AA1000 第1類型(Type1) 中度保證,https://www.realtek.com/images/csr/2023ESG_lock.pdf,t100sa11_2379_111.pdf,112/06/30,,,,t100sa11_2379_111_M.pdf,112/06/30,,,RT_ESG@realtek.com,無,瑞昱半導體股份有限公司,_22671299,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2379_111.pdf
2382,廣達,QCI,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BV 台灣衛理國際品保驗證股份有限公司,AA1000 第2類型(Type2) 高度保證,https://www.quantatw.com/Quanta/chinese/esg/csr_list.aspx,t100sa11_2382_111.pdf,112/06/30,https://www.quantatw.com/Quanta/english/esg/csr_list.aspx,t100sa11_2382_111_E.pdf,2023/06/30,,,,,isabella.huang@quantatw.com,,廣達電腦股份有限公司,_22822281,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2382_111.pdf
2383,台光電,EMC,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第1類型(Type1) 中度保證,https://www.emctw.com/zh-TW/csr_report/index,t100sa11_2383_111.pdf,112/06/30,https://www.emctw.com/zh-TW/csr_report/index,t100sa11_2383_111_E.pdf,2023/07/19,t100sa11_2383_111_M.pdf,112/07/19,,,candy@mail.emctw.com,,台光電子材料股份有限公司,_86521351,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2383_111.pdf
2385,群光,CHICONY,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,Bureau Veritas,AA1000 第1類型(Type1) 中度保證,https://www.chicony.com/,t100sa11_2385_111.pdf,112/06/29,https://www.chicony.com,t100sa11_2385_111_E.pdf,2023/07/28,,,,,Helen_Chao@chicony.com,,群光電子股份有限公司,_20954200,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2385_111.pdf
2392,正崴,FOXLINK,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,AFNOR,AA1000 第1類型(Type1) 中度保證,https://www.foxlink.com/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/,t100sa11_2392_111.pdf,112/06/29,https://www.foxlink.com/web/en/corporate-responsibility/,t100sa11_2392_111_E.pdf,2023/06/29,,,,,Serena_Tsai@foxlink.com,無,正崴精密工業股份有限公司,_22223510,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2392_111.pdf
2393,億光,EVERLIGHT,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,TUV nord,AA1000 第1類型(Type1) 中度保證,https://www.everlight.com/csr11/,t100sa11_2393_111.pdf,112/06/29,,,,,,,,cheersun@everlight.com,無,億光電子工業股份有限公司,_34516147,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2393_111.pdf
2395,研華,ACL,5.股本達新臺幣二十億元以上者,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技股份有限公司 SGS Taiwan Ltd.,AA1000 第2類型(Type2) 高度保證,https://esg.advantech.com/zh-tw/downloads,t100sa11_2395_111.pdf,112/06/27,https://esg.advantech.com/en-us/downloads,t100sa11_2395_111_E.pdf,2023/08/08,,,,,csr@advantech.com,無,研華股份有限公司,_05155853,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2395_111.pdf
2397,友通,DFI Inc.,6.係自願編製與申報,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣衛理國際品保驗證股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.dfi.com/tw/esg,t100sa11_2397_111.pdf,112/08/10,https://www.dfi.com/Uploads/CSR/2023/DFI_ESG_2022.pdf,t100sa11_2397_111_E.pdf,2023/08/10,,,,,iris.jiang@dfi.com,,友通資訊股份有限公司,_30950652,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2397_111.pdf
2401,凌陽,SUNPLUS,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://w3.sunplus.com/tw/csr/CSR%20Report/2022%20Sunplus%20ESG%20Report.pdf,t100sa11_2401_111.pdf,112/05/12,,,,,,,,joseph@sunplus.com,無,凌陽科技股份有限公司,_23821182,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2401_111.pdf
2402,毅嘉,ICHIA,5.股本達新臺幣二十億元以上者,電子零組件業,110/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.ichia.com/images/pdf/ESG/Report/ICHIA_2021-2022_Sustainability_Reports.pdf,t100sa11_2402_111.pdf,112/06/30,,,,,,,,ichia.ir@ichia.com,,毅嘉科技股份有限公司,_23588039,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2402_111.pdf
2406,國碩,GSC,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.gigastorage.com.tw/csr.aspx?id=386,t100sa11_2406_111.pdf,112/06/29,,,,,,,,brian@gigastorage.com.tw,無,國碩科技工業股份有限公司,_97178376,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2406_111.pdf
2408,南亞科,NTC,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,艾法諾國際股份有限公司 (AFNOR Asia Ltd.),AA1000 第2類型(Type2) 高度保證,https://www.nanya.com/tw/,t100sa11_2408_111.pdf,112/06/28,https://www.nanya.com,t100sa11_2408_111_E.pdf,2023/08/29,,,,,NTCESG@ntc.com.tw,,南亞科技股份有限公司,_89390656,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_2408_111.pdf
